title,place_id,rating,reviews,price,type,ZonaSP,address,latitude,longitude,open_state,description,thumbnail,sunday,monday,tuesday,wednesday,thursday,friday,saturday,inicio,fim,aberto_dia_util(%),aberto_final_de_semana(%),madrugada,manha,tarde,noite,inicio_periodo,fim_periodo,dine_in,takeout,delivery,drive_through,Cluster
Santo Cupido,ChIJZZ50b6pXzpQRWdUdsBdGnf8,4.0,1668.0,5,restaurant,Oeste,"R. Prof. Atílio Innocenti, 101 - Vila Nova Conceição, São Paulo - SP, 04538-000, Brazil",-23.5881821,-46.6810035,Closed ⋅ Opens 2 PM,"Buzzing nightclub, bar & restaurant. Trendy, vibrant nightspot with an indoor/outdoor cocktail bar & a French-fusion restaurant.",https://lh5.googleusercontent.com/p/AF1QipPPzUjW4qqr2maXYXAJ6goaw2eQDUhNRXgfOoDl=w122-h92-k-no,1,0,0,1,1,1,1,17.0,2.0,50.0,100.0,0.0,0.0,28.0,85.0,tarde,madrugada,1,0,0,0,2.0
Litoral Norte Bar,ChIJvRLQwMf3zpQRJg_DbCf1_D0,4.4,198.0,5,bar,Norte,"Av. Eng. Caetano Álvares, 4260 - Imirim, São Paulo - SP, 02413-000, Brazil",-23.4876697,-46.6467585,Closed ⋅ Opens 2 PM,,https://lh5.googleusercontent.com/p/AF1QipN12W7TU0Oz7Sebvb49aYfeifGGMsC9EE0Q-SC0=w122-h92-k-no,1,0,0,0,0,1,1,17.0,24.0,0.0,100.0,0.0,0.0,28.0,85.0,tarde,noite,1,1,0,0,9.0
Coração Sertanejo,ChIJoUkRrUFFzpQRmx1MgUceWaY,4.4,2252.0,1,night club,Sul,"Av. Atlântica, 4095 - Jardim Santa Helena, São Paulo - SP, 04787-080, Brazil",-23.6993232,-46.7147008,Closed ⋅ Opens 10 PM,"Sertanejo music, shows & dancing. A big sertanejo nightclub with VIP areas, a dance floor & music shows.",https://lh5.googleusercontent.com/p/AF1QipOcjCUquvvJ3PoBms97XoxJ6e117ukYgfrdok-l=w105-h92-k-no,0,1,0,0,1,1,1,22.0,5.0,50.0,66.7,0.0,0.0,0.0,34.0,noite,madrugada,1,0,1,0,3.0
Adega Original,ChIJoxJ-7yH2zpQRE2i5njHMWcM,4.3,3138.0,1,bar,Norte,"Av. Luiz Dumont Villares, 794 - Vila Isolina Mazzei, São Paulo - SP, 02081-010, Brazil",-23.4949043,-46.6114979,Closed ⋅ Opens 12 PM,,https://lh5.googleusercontent.com/p/AF1QipPx44b2y5KB9aRFr79rrXiYGb93b4dGMh_fXVVQ=w138-h92-k-no,1,0,1,1,1,1,1,17.0,3.0,75.0,100.0,0.0,0.0,28.0,85.0,tarde,madrugada,1,1,0,0,14.0
Gaz Burning Bar,ChIJtdW_Z_P5zpQRneEmQPB1AEA,4.8,468.0,1,bar,Oeste,"Av. Santa Marina, 213 - Água Branca, São Paulo - SP, 05036-000, Brazil",-23.5222662,-46.6871219,Closed ⋅ Opens 1 PM,,https://lh5.googleusercontent.com/p/AF1QipNp0tLW7JyZkUxtZIBn7sjG0V2iMQ0thT6eQpix=w122-h92-k-no,1,0,0,1,1,1,1,17.0,1.0,50.0,100.0,0.0,0.0,28.0,85.0,tarde,madrugada,1,1,0,0,0.0
ZN Highway,ChIJvzHu_jH3zpQRj2R-LuUbWdM,4.6,510.0,1,bar,Norte,"Av. Eng. Caetano Álvares, 4528 - Mandaqui, São Paulo - SP, 02413-000, Brazil",-23.4871328,-46.6447195,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipM-hNhMqMVFVk-7FkF0cFl4Gk_FrM3yqbKkfA4c=w163-h92-k-no,1,0,0,1,1,1,1,12.0,24.0,50.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,0,0,0,5.0
Mahau Bar,ChIJH8ElvURXzpQRBi10B6T-p-4,4.0,1803.0,2,bar,Oeste,"R. Prof. Atílio Innocenti, 160 - Vila Nova Conceição, São Paulo - SP, 04538-000, Brazil",-23.5888392,-46.6813449,Closed ⋅ Opens 4 PM,"Buzzy gastrobar with music on a rooftop. Chic venue for upscale bar food & cocktails, plus DJ sets & bands on a roof deck with city views.",https://lh5.googleusercontent.com/p/AF1QipN_M-H8NGwxIIXYVnRd10cB0pYZt0oaF8OHS_pF=w137-h92-k-no,1,0,0,0,1,1,1,18.0,5.0,25.0,100.0,0.0,0.0,13.0,85.0,tarde,madrugada,1,1,0,0,0.0
Loirassa Bar,ChIJZ97_Zhj2zpQRV2t8phj9suM,4.2,2795.0,1,bar,Norte,"Av. Luiz Dumont Villares, 800 - Jardim São Paulo, São Paulo - SP, 02085-100, Brazil",-23.4945295,-46.611479,Closed ⋅ Opens 12 PM,"Local bar with snacks & draft beer. Codfish fritters, grilled rump cover, feijoada & beer in a neighborhood bar with outdoor seating.",https://lh5.googleusercontent.com/p/AF1QipOviqSx_YSa3MfCMR6n0j0qYY6dWx2-sr5tUUjz=w122-h92-k-no,1,1,1,1,1,1,1,16.0,2.0,100.0,100.0,0.0,0.0,42.0,85.0,tarde,madrugada,1,1,1,0,10.0
Bar Samba,ChIJrzHL5pdXzpQRYd-xdq38xY8,4.5,1537.0,1,bar,Oeste,"R. Fradique Coutinho - Pinheiros, São Paulo - SP, 05416-011, Brazil",-23.5586787,-46.6898323,Closed ⋅ Opens 1 PM,"A simple, festive, samba bar. A lively bar open Wednesday to Saturday, known for its samba sessions & weekend feijoada lunch.",https://lh5.googleusercontent.com/p/AF1QipPlp1QuaPFTJU5D4Dd5Qble1sC5OPeZbYnM1E8Y=w122-h92-k-no,1,0,0,0,1,1,1,19.0,2.0,25.0,100.0,0.0,0.0,0.0,85.0,noite,madrugada,1,0,0,0,0.0
Prosa270 - Home Bar,ChIJzVn0ErZXzpQR3yMiam1fcPc,4.7,165.0,5,bar,Oeste,"R. Cel. Joaquim Ferreira Lobo, 270 - Vila Olímpia, São Paulo - SP, 04544-150, Brazil",-23.5931808,-46.6822996,Closed ⋅ Opens 5 PM,,https://lh5.googleusercontent.com/p/AF1QipMJSg3bAXTILXVQ6pu3736L1MInQNW1fNosGrCu=w122-h92-k-no,1,0,0,1,1,1,1,17.0,1.0,50.0,100.0,0.0,0.0,28.0,85.0,tarde,madrugada,1,1,0,0,2.0
Sacha Bar,ChIJyUbFYpZXzpQRcx9WvKgaxms,4.1,1412.0,1,bar,Oeste,"R. Original, 87 - Sumarezinho, São Paulo - SP, 05435-050, Brazil",-23.5530081,-46.687615,Closed ⋅ Opens 12 PM,"A lively bar & grill. A bustling bar with nonstop draft beer, appetizers, grilled food & more, plus sidewalk seating.",https://lh5.googleusercontent.com/p/AF1QipP_877QyGohyhRr4H6rhD45_2skAejU-fv4LCgB=w122-h92-k-no,1,1,1,1,1,1,1,12.0,24.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,1,1,0,4.0
Yes Brasil Pub,ChIJPfkBDbH3zpQRpqtHkmdWf-g,4.0,271.0,1,night club,Norte,"Av. Eng. Caetano Álvares, 5540 - Mandaqui, São Paulo - SP, 02413-100, Brazil",-23.4837124,-46.6360809,Permanently closed,"Themed nightspot with regional bands. A trendy nightclub with a mezzanine, bar, car-themed lounge & a variety of shows.",https://lh5.googleusercontent.com/p/AF1QipOJyFQMZcqvnZGRye2TV7NNxq0JoYqDxwZGPm4w=w122-h92-k-no,0,0,0,1,0,0,1,22.0,5.0,25.0,33.3,0.0,0.0,0.0,34.0,noite,madrugada,0,0,0,0,3.0
Félix Noite Clube Danceteria,ChIJy5jYK3r3zpQRlaACQkVcVGQ,4.2,,5,night club,Norte,"Av. Imirim, 4271 - Imirim, São Paulo - SP, 02465-500, Brazil",-23.4757135,-46.6646685,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Veq6_km5cuGKAVppxQlcrg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=235.04936&pitch=0&thumbfov=100,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0,
Horabolla's Bar,ChIJwR-XGtP3zpQRpWyxbhk3q2w,4.3,141.0,5,bar,Norte,"R. Dr. César, 778 - Santana, São Paulo - SP, 02013-001, Brazil",-23.503047,-46.6337,Permanently closed,"A nightclub with funk, pagode & more. A large, lively club with a mezzanine, small tables, drinks & DJs, plus live funk & samba.",https://lh5.googleusercontent.com/p/AF1QipOqIViGVSjNQAnjDyMcPAoOJMXFdtKfV_ALAw9V=w138-h92-k-no,0,0,0,0,0,0,1,23.0,5.0,0.0,33.3,0.0,0.0,0.0,17.0,noite,madrugada,0,0,0,0,1.0
Coração Brasileiro - São Paulo,ChIJ57AjH6tYzpQRHuII8-0PaTE,3.8,299.0,1,night club,Norte,"Av. Conceição, 2115 - Vila Guilherme, São Paulo - SP, 02072-002, Brazil",-23.4989931,-46.5946207,Permanently closed,"Dynamic nightspot with live music & DJs. An lively club for singles, with DJs, live music, special lighting, a mezzanine & several bars.",https://lh5.googleusercontent.com/p/AF1QipNxEH6mUcoptijfchN_L-AQC-vz5EugB7_righu=w141-h92-k-no,0,0,0,0,0,1,1,22.0,5.0,0.0,66.7,0.0,0.0,0.0,34.0,noite,madrugada,0,0,0,0,11.0
Atlética Bar da Nil,ChIJ1ziIjZlZzpQRcSM7lz67vr8,4.5,285.0,0,bar,Sul,"Rua Vergueiro, 1273 - Liberdade, São Paulo - SP, 01504-001, Brazil",-23.5734162,-46.6400953,Closed ⋅ Opens 4 PM,,https://lh5.googleusercontent.com/p/AF1QipOc3AkTnzQIp8BpL3T8dDcjOkq9P16JabZOPflg=w138-h92-k-no,0,1,1,1,1,1,1,16.0,5.0,100.0,66.7,0.0,0.0,42.0,85.0,tarde,madrugada,1,1,0,0,8.0
The Cave Bar,ChIJDz51Ek1YzpQRF9O1xY13kdE,4.3,398.0,0,bar,Centro,"R. Maj. Quedinho, 112-A - Centro Histórico de São Paulo, São Paulo - SP, 01050-030, Brazil",-23.5490768,-46.6430862,Closed ⋅ Opens 10 PM,"Underground rock bar, pool table & cards. An underground rock bar with official-size pool tables, card games, lots of beer & snacks.",https://lh5.googleusercontent.com/p/AF1QipO4jqUuKoHiCDhh2-Ez8fYQU5SV5-LJ8wi1AVUN=w163-h92-k-no,0,1,1,1,1,1,1,18.0,5.0,100.0,66.7,0.0,0.0,13.0,85.0,tarde,madrugada,1,0,0,0,3.0
JailHouse,ChIJUxOLw91ezpQR3b_7UvaKKhg,4.6,1297.0,0,bar,Leste,"R. Tuiuti, 921 - Tatuapé, São Paulo - SP, 03081-000, Brazil",-23.5333912,-46.5754229,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipNiVUKFQgdqoIEW1TiOwLnU67VRcI-hipIYfeA_=w149-h92-k-no,1,0,0,1,1,1,1,19.0,24.0,50.0,100.0,0.0,0.0,0.0,85.0,noite,noite,1,1,0,0,2.0
Alley Club,ChIJ7xNj0g9YzpQRLHHvlQAA5rM,3.3,4.0,5,night club,Centro,"R. Barra Funda, 1076 - Barra Funda, São Paulo - SP, 01152-000, Brazil",-23.5264307,-46.6599581,Permanently closed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f7G35Gda43g3N_o9azcFyQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=19.140682&pitch=0&thumbfov=100,0,0,0,0,0,1,1,23.5,6.0,0.0,66.7,0.0,0.0,0.0,8.0,noite,manha,0,0,0,0,15.0
Funhouse,ChIJRei-rzNYzpQR7g3oARhbFJ0,4.0,162.0,5,night club,Centro,"R. Bela Cintra, 567 - Consolação, São Paulo - SP, 01415-000, Brazil",-23.5535202,-46.6580202,Permanently closed,"A rock 'n' roll nightclub. A 1980s rock club that serves burgers, appetizers & a variety of beers, plus has a dance floor & DJ ",https://lh5.googleusercontent.com/p/AF1QipMh5M6M9WkWaMeuKG4rOp4DpM7AYLraCfdsF2M=w122-h92-k-no,0,0,0,0,1,1,1,20.0,5.0,25.0,66.7,0.0,0.0,0.0,68.0,noite,madrugada,0,0,0,0,3.0
Supra Bar - Methodist,ChIJDSgvQEdDzpQR958Naj2I1es,4.5,463.0,1,bar,Outro,"R. do Sacramento, 274 - Rudge Ramos, São Bernardo do Campo - SP, 09640-000, Brazil",-23.6551225,-46.5751687,Closed ⋅ Opens 4 PM,,https://lh5.googleusercontent.com/p/AF1QipM34AH2mKYJqPqLfvzdgGlDZvszQ0CMtZD-SJsO=w92-h92-k-no,0,0,1,1,1,1,1,17.0,23.0,75.0,66.7,0.0,0.0,28.0,68.0,tarde,noite,1,0,0,0,3.0
Supra Bar Dom Pedro - Santo André,ChIJ7V8pA8FCzpQRQBeZD_ydqAw,4.4,808.0,0,bar,Outro,"Av. Dom Pedro II, 1254 - Jardim, Santo André - SP, 09071-000, Brazil",-23.6450961,-46.5379395,Closed ⋅ Opens 4 PM,,https://lh5.googleusercontent.com/p/AF1QipMdxFw_hYrq2rpCYYqvoY8lLBU8v3pUanv1G-Sc=w163-h92-k-no,1,0,0,1,1,1,1,18.0,3.0,50.0,100.0,0.0,0.0,13.0,85.0,tarde,madrugada,1,0,0,0,4.0
Brasuca,ChIJhyU-J83GyJQRNDau42ZgKoY,4.4,275.0,1,night club,Outro,"Av. Santa Isabel, 800 - Barão Geraldo, Campinas - SP, 13084-012, Brazil",-22.822875,-47.0851477,Closed ⋅ Opens 9 PM,,https://lh5.googleusercontent.com/p/AF1QipNrpqUyqHNHv022m6m8ArB2QsAALMRRe-nkyrd6=w122-h92-k-no,1,0,0,0,0,1,1,21.0,3.0,0.0,100.0,0.0,0.0,0.0,51.0,noite,madrugada,1,0,0,0,9.0
Sorveteria Casteluche,ChIJU066DixizpQRNeO2iZs8CZo,4.2,747.0,1,ice cream shop,Outro,"Av. Eduardo Sabino de Oliveira - Jardim Helena, São Paulo - SP, 07271-390, Brazil",-23.4750458,-46.4339634,Open ⋅ Closes 6 PM,,https://lh5.googleusercontent.com/p/AF1QipNaT9lzKyA3GXiGegbKkN0RXZQmU9eyl5sWQcPy=w163-h92-k-no,1,1,1,1,1,1,1,7.0,18.0,100.0,100.0,0.0,83.0,87.0,0.0,manha,tarde,1,0,0,0,15.0
Red Light Duplex,ChIJe4SbmH5CzpQRranNJtPVydw,4.6,678.0,1,bar,Outro,"R. Sen. Flaquer, 841 - Centro, Santo André - SP, 09010-160, Brazil",-23.6645796,-46.5208863,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipP3n06okXPcDRatGwVrm09OttY_ZSqlGlgLW6d9=w122-h92-k-no,1,0,0,0,1,1,1,18.0,24.0,25.0,100.0,0.0,0.0,13.0,85.0,tarde,noite,1,1,0,0,12.0
Free Club Bar,ChIJyw_h2bTIyJQRkDk_If7H2oc,4.4,317.0,1,bar,Outro,"Av. Francisco Glicério, 2165 - Vila Itapura, Campinas - SP, 13023-101, Brazil",-22.8972007,-47.0652334,Closed ⋅ Opens 7 PM Sun,,https://lh5.googleusercontent.com/p/AF1QipMbY_70Tt0y7nrTBcvKTfAcgNnXVt8lkduSAwR2=w138-h92-k-no,1,0,0,0,0,1,0,22.0,5.0,0.0,66.7,0.0,0.0,0.0,34.0,noite,madrugada,0,0,0,0,11.0
Cult Station pub,ChIJZfLsFd5DzpQRLSIiVz13HpU,4.5,243.0,1,bar,Outro,"R. Sen. Flaquer, 915 - Centro, Santo André - SP, 09010-160, Brazil",-23.6649549,-46.5205109,Closed ⋅ Opens 9 PM,,https://lh5.googleusercontent.com/p/AF1QipO1lYlueh4mKMg8XQ5HWbHCJu4vPAI3IRsu-5kw=w122-h92-k-no,0,0,0,0,0,1,1,21.0,3.0,0.0,66.7,0.0,0.0,0.0,51.0,noite,madrugada,1,0,0,0,3.0
Limelight,ChIJh-iVAUlXzpQRb4XlmQ7yd_0,4.3,615.0,1,night club,Oeste,"Av. Dr. Cardoso de Melo, 1433 - Vila Olímpia, São Paulo - SP, 04553-012, Brazil",-23.5975543,-46.6872941,Closed ⋅ Opens 10 PM,An elegant 1980s-themed club. An elegant nightclub with music-themed décor that plays 1980s hits for a mature crowd.,https://lh5.googleusercontent.com/p/AF1QipOxhii6I6_62LZXd6TFZi-j6FZnsQl9qh40NEjh=w137-h92-k-no,0,0,0,0,0,1,1,22.0,4.0,0.0,66.7,0.0,0.0,0.0,34.0,noite,madrugada,1,0,0,0,11.0
Lab Club,ChIJAZtSh0pYzpQRCNKPJvOhjmk,3.8,620.0,1,night club,Centro,"R. Augusta, 523 - Consolação, São Paulo - SP, 01305-000, Brazil",-23.5517749,-46.6509991,Closed ⋅ Opens 10 PM,"Glossy nightclub for karaoke & hookah. Flashy, bi-level nightclub featuring a hookah lounge & karaoke system, plus cocktails & light bites.",https://lh5.googleusercontent.com/p/AF1QipOfF3_Hk-LJA2dPR24fg26DzGMs5XAZw-2Mtinu=w138-h92-k-no,0,0,1,0,1,1,1,22.0,5.0,50.0,66.7,0.0,0.0,0.0,34.0,noite,madrugada,0,0,0,0,3.0
Döha Club,ChIJ_U37Cz9RzpQRU0MO2qI-Igo,4.2,29.0,5,night club,Sul,"Av. Washington Luís, 846 - Santo Amaro, São Paulo - SP, 04662-001, Brazil",-23.65788,-46.6967883,Closed ⋅ Opens 10 PM,,https://lh5.googleusercontent.com/p/AF1QipMXYCp_XTDldhSXAObINR_VRsxMY4_k0hprsacJ=w138-h92-k-no,0,0,1,0,0,1,1,22.0,5.0,25.0,66.7,0.0,0.0,0.0,34.0,noite,madrugada,1,0,0,0,10.0
Galpão RC,ChIJkfsLG35RzpQRA0gs1FeCZ84,4.5,204.0,1,night club,Sul,"R. Lauzane, 389 - Capela do Socorro, São Paulo - SP, 04782-010, Brazil",-23.6867307,-46.704458,Closed ⋅ Opens 9 PM,,https://lh5.googleusercontent.com/p/AF1QipNJFUHRAsRwX7lkF6e8MQlt0J289VSIM67qqUk9=w163-h92-k-no,1,0,0,0,1,1,1,21.0,5.0,25.0,100.0,0.0,0.0,0.0,51.0,noite,madrugada,1,0,1,0,2.0
Club Jerome,ChIJgdCluzFYzpQRFIhV4AC9www,3.6,120.0,2,night club,Centro,"R. Mato Grosso, 398 - Consolação, São Paulo - SP, 01239-040, Brazil",-23.5505047,-46.6592254,Closed ⋅ Opens 11 PM,,https://lh5.googleusercontent.com/p/AF1QipNYSNCXDU4iFRZxxffc2o_baoOjY0M6uzSck5Ie=w122-h92-k-no,0,0,0,1,1,1,1,23.0,5.0,50.0,66.7,0.0,0.0,0.0,17.0,noite,madrugada,1,0,0,0,3.0
Willi Willie Bar e Arquería,ChIJUVV_dglazpQRGvnO2z1OrPA,4.1,2123.0,1,bar,Sul,"Alameda dos Pamaris, 30 - Indianópolis, São Paulo - SP, 04086-020, Brazil",-23.6112852,-46.6680118,Closed ⋅ Opens 7 PM,Live music hangout with archery classes. Pub grub & cocktails offered in a low-lit space with live music & an archery practice area.,https://lh5.googleusercontent.com/p/AF1QipNhkIbMllOSbF5DertZrFalaumGTn6tRCJKQL5q=w138-h92-k-no,1,0,0,1,1,1,1,19.0,4.0,50.0,100.0,0.0,0.0,0.0,85.0,noite,madrugada,1,0,0,0,13.0
Villa Carioca Interlagos,ChIJ4W1DqDZOzpQR3jxDY1uceLc,4.0,996.0,1,bar,Sul,"Av. Atlântica, 3797 - Interlagos, São Paulo - SP, 04772-004, Brazil",-23.7006489,-46.7147264,Closed ⋅ Opens 1 PM,"A sprawling venue for music & parties. A large, lively, music venue with regular DJ events & rentable space for private events.",https://lh5.googleusercontent.com/p/AF1QipP_kVEO-J_oXYr00pCKkifSp_3FxmEBvsXVmck=w163-h92-k-no,0,0,0,0,0,1,1,23.0,5.0,0.0,66.7,0.0,0.0,0.0,17.0,noite,madrugada,1,0,0,0,11.0
New Rainbow Rock Bar e Hamburgueria,ChIJLdZJOu5azpQRCX0RzA8Wrno,4.3,1157.0,1,bar,Sul,"Av. Gen. Valdomiro de Lima, 423 - Jabaquara, São Paulo - SP, 04344-070, Brazil",-23.6385732,-46.6448384,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipMvmYP6fFHeoskpXeY1tCq-_U15m9_GNbx6cCuD=w122-h92-k-no,1,1,1,1,1,1,1,11.0,1.0,100.0,100.0,0.0,15.0,100.0,85.0,manha,madrugada,1,1,0,0,7.0
Tree house -,ChIJrcSOEED5zpQRUVc-8Ke54qU,4.5,1239.0,1,bar,Oeste,"R. Carijós, 248 - Água Branca, São Paulo - SP, 05033-011, Brazil",-23.5219154,-46.6878013,Closed ⋅ Opens 4 PM,,https://lh5.googleusercontent.com/p/AF1QipPoASadh73BXGZxvvWQTPl_-pgiDLQKY7NN2aun=w122-h92-k-no,1,0,0,1,1,1,1,16.0,24.0,50.0,100.0,0.0,0.0,42.0,85.0,tarde,noite,1,1,0,0,15.0
Baron Rock Bar,ChIJcUIMhpZZzpQR5oV5r4bSAcY,4.7,966.0,1,bar,Centro,"R. Augusta, 1259 - Consolação, São Paulo - SP, 01305-100, Brazil",-23.5552267,-46.6568694,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipNEE0RYQdi_14iPDEk6Ls9t5_OcaAC7H4W4AUmP=w137-h92-k-no,1,0,1,1,1,1,1,18.0,2.0,75.0,100.0,0.0,0.0,13.0,85.0,tarde,madrugada,1,1,1,0,15.0
Trabuca JK,ChIJtZIQUURXzpQRHN2waufmTUQ,4.2,2608.0,2,bar,Oeste,"Av. Pres. Juscelino Kubitschek, 1444 - Itaim Bibi, São Paulo - SP, 04543-000, Brazil",-23.5906227,-46.6830631,Closed ⋅ Opens 6 PM,Lively hangout for drinks & bites. Craft cocktails & bar grub like burgers served in a hip space with brick walls & neon signs.,https://lh5.googleusercontent.com/p/AF1QipPVj5EVhMNh1BggxUpyddSdbf0Dia0ET2AEioIE=w159-h92-k-no,0,0,0,1,1,1,1,18.0,3.5,50.0,66.7,0.0,0.0,13.0,85.0,tarde,madrugada,1,0,0,0,12.0
Bar Santa Júlia,ChIJW_Vn5EdXzpQRAfMBqndntyc,4.1,3737.0,2,bar,Oeste,"R. Gomes de Carvalho, 1705 - Vila Olímpia, São Paulo - SP, 04547-006, Brazil",-23.5955212,-46.6889812,Closed ⋅ Opens 1 PM,"Food, nightlife & modern design. A venue with a modern design, open-bar packages & a dance floor, serving drinks, sushi & pasta.",https://lh5.googleusercontent.com/p/AF1QipO4I3KF-EOATHIrzmX6CddhU4jE6khTUP6wtd1-=w80-h106-k-no,0,1,1,1,1,1,1,11.0,1.0,100.0,66.7,0.0,15.0,100.0,85.0,manha,madrugada,1,1,1,0,15.0
Bar Veloso,ChIJ9e0c7IBZzpQRt0BdDRjIZ_U,4.5,12014.0,1,bar,Sul,"R. Conceição Veloso, 54 - Vila Mariana, São Paulo - SP, 04110-120, Brazil",-23.5851695,-46.6351592,Closed ⋅ Opens 3 PM,"Award-winning Rio-style bar. An award-winning Rio-style bar that serves entrées, appetizers & famous caipirinhas.",https://lh5.googleusercontent.com/p/AF1QipMhNWhR012umPGJkH62XxmtBvraqicTjKu9zaLg=w122-h92-k-no,1,0,1,1,1,1,1,17.0,23.75,75.0,100.0,0.0,0.0,28.0,81.0,tarde,noite,1,1,0,0,0.0
Vilarejo Bar & Restaurante,ChIJ69QuKOFNzpQRw4n71Npjlck,4.6,2423.0,1,bar,Sul,"R. Rodolfo Mansberger, 100 - Vila Bela Vista (Zona Sul), São Paulo - SP, 04952-060, Brazil",-23.7203032,-46.7527085,Closed ⋅ Opens 12 PM,,https://lh5.googleusercontent.com/p/AF1QipPk4UIoyIUEYssrMdWdPJZw30wRKrLNmNq0Av2A=w163-h92-k-no,1,1,1,1,1,1,1,12.0,1.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,madrugada,1,1,1,0,1.0
Zeca Ora Bar,ChIJyc7j7V1BzpQRBlwfIUFRI8M,4.2,3427.0,1,bar,Sul,"Av. Atlântica, 4308 - Interlagos, São Paulo - SP, 09860-122, Brazil",-23.7042866,-46.7146034,Open ⋅ Closes 2 AM,"A popular, spacious bar & restaurant. A spacious, informal, family-friendly restaurant, located near a dam & serving a wide, varied menu.",https://lh5.googleusercontent.com/p/AF1QipPzZdCuBWxCtUOEbPgOGZcf98fi-xIe1VrZlX27=w80-h106-k-no,1,1,1,1,1,1,1,11.0,1.0,100.0,100.0,0.0,15.0,100.0,85.0,manha,madrugada,1,1,0,0,7.0
Tetto Rooftop Lounge,ChIJI4MSD4BXzpQROSvzseBewQY,4.4,1154.0,3,bar,Oeste,"Av. Rebouças, 955 - 25° - Pinheiros, São Paulo - SP, 05401-100, Brazil",-23.5600933,-46.6707377,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipNHh5nkJGwqxqLtkdHxtLs-Qfsr-KasaKUxtuAy=w152-h92-k-no,0,0,0,1,1,1,1,19.0,2.0,50.0,66.7,0.0,0.0,0.0,85.0,noite,madrugada,1,0,0,0,12.0
Deck Bar Sp,ChIJ9zdAQjFOzpQRb37KpGT3_Io,4.2,2329.0,1,bar,Sul,"Av. Atlântica, 4200 - Interlagos, São Paulo - SP, 04772-002, Brazil",-23.701295,-46.7154281,Closed ⋅ Opens 12 PM,,https://lh5.googleusercontent.com/p/AF1QipM0fDwO7S_sI-Bu2iHaojdrDuRaGF1w3ZPzwRRB=w80-h106-k-no,1,0,0,0,0,1,1,20.0,4.0,0.0,100.0,0.0,0.0,0.0,68.0,noite,madrugada,1,0,1,0,9.0
Benê Bar,ChIJO_kFkaNXzpQRzp8JizGe20Y,4.2,973.0,1,bar,Oeste,"R. Padre Garcia Velho, 158 - Pinheiros, São Paulo - SP, 05421-030, Brazil",-23.5625328,-46.6941204,Closed ⋅ Opens 3 PM,"Casual stop for drinks & comfort food. Craft beer, cocktails & snacks at a down-to-earth bar with deckchairs & improvised tables out front.",https://lh5.googleusercontent.com/p/AF1QipOtVSwEXTwq4UMvShqEHB1u64NF8isjMI4Mmx4X=w122-h92-k-no,0,0,1,1,1,1,1,19.0,1.0,75.0,66.7,0.0,0.0,0.0,85.0,noite,madrugada,1,1,1,0,3.0
Lar Mar,ChIJ1xnNDoNXzpQRnJh7MBcE84U,4.4,1351.0,5,bar,Oeste,"R. João Moura, 613 - Pinheiros, São Paulo - SP, 05412-001, Brazil",-23.5600796,-46.6781609,Closed ⋅ Opens 2 PM,"Cocktails, snacks & a lively garden. A big cocktail menu, plus panini & pizzas, at a surf-themed spot with a buzzing garden & live music.",https://lh5.googleusercontent.com/p/AF1QipNc87cuwU0WYr1X3k_V6ttvNU5J9cpkJknAiSLD=w137-h92-k-no,1,0,0,0,1,1,1,18.0,24.0,25.0,100.0,0.0,0.0,13.0,85.0,tarde,noite,1,1,1,0,12.0
BAR MAMADI FOOD,ChIJYxLfYc1ZzpQRbPcE1AxgMTE,4.3,65.0,5,bar,Centro,"R. João Guimarães Rosa, 241 - Consolação, São Paulo - SP, 01303-030, Brazil",-23.5481395,-46.6477009,Closed ⋅ Opens 4:20 PM,,https://lh5.googleusercontent.com/p/AF1QipNnCcyEOekDubNs57i8edP-dVjTlHxczFSKZ16o=w163-h92-k-no,1,0,1,1,1,1,1,16.333333333333332,24.916666666666668,75.0,100.0,0.0,0.0,37.0,100.0,tarde,,1,1,0,0,6.0
Vareda Bar,ChIJ3T_PqFhPzpQRIE3RlZREE8I,4.4,633.0,1,bar,Sul,"Av. Lourenço Cabreira, 158 - Jardim Ana Lucia, São Paulo - SP, 04812-010, Brazil",-23.7205383,-46.6895234,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipNrZtIA6VlUxDU4Q1FttbPeLZxXkx2U8wtdv1fZ=w122-h92-k-no,1,0,0,1,1,1,1,20.0,4.0,50.0,100.0,0.0,0.0,0.0,68.0,noite,madrugada,1,1,1,0,14.0
